stem,split,visible_filename,visible_shape,visible_dtype,visible_channels,infrared_filename,infrared_shape,infrared_dtype,infrared_channels,depth_filename,depth_shape,depth_dtype,depth_channels,depth_kind,width_equal,height_equal,ir_mean,ir_std,ir_diff_bg,ir_diff_br,ir_diff_gr,ir_border_left_px,ir_border_right_px,ir_fov_ratio,depth_min,depth_max,depth_mean,depth_median,depth_std,depth_zero_ratio,depth_dynamic_range,depth_entropy_bits,depth_diff_bg,depth_diff_br,depth_diff_gr,depth_border_left_px,depth_border_right_px,depth_fov_ratio,reg_ir_dx,reg_ir_dy,reg_ir_magnitude,reg_ir_confidence,reg_ir_edge_correlation,reg_ir_peak_margin,reg_ir_peak_ratio,reg_ir_reliable,reg_ir_reason,reg_depth_dx,reg_depth_dy,reg_depth_magnitude,reg_depth_confidence,reg_depth_edge_correlation,reg_depth_peak_margin,reg_depth_peak_ratio,reg_depth_reliable,reg_depth_reason
00000045,train,00000045.jpg,360x640x3,uint8,3,00000045.jpg,360x640x3,uint8,3,00000045.jpg,360x640x3,uint8,3,jpg_uint8,True,True,64.8004123263889,50.74771559243648,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,25.24184027777778,,53.368680614867266,0.7427864583333333,255.0,2.7400801305909033,0.0,0.0,0.0,19.0,0.0,0.2398828125,,,,,,,,,,,,,,,,,,
00000047,train,00000047.jpg,360x640x3,uint8,3,00000047.jpg,360x640x3,uint8,3,00000047.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.98842013888888,52.68668614704114,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,31.7499609375,,62.4966493025315,0.7188151041666667,255.0,3.0272481180945965,0.0,0.0,0.0,17.5,0.0,0.2620768229166667,0.0,2.6666666666666665,2.6666666666666665,0.7699390777011799,0.39671409130096436,0.012055069208145142,1.2922090705658007,True,reliable,0.0,1.3333333333333333,1.3333333333333333,0.09318997470048665,0.14301030337810516,0.005850061774253845,1.4609908316431997,True,reliable
00000049,train,00000049.jpg,360x640x3,uint8,3,00000049.jpg,360x640x3,uint8,3,00000049.jpg,360x640x3,uint8,3,jpg_uint8,True,True,64.52890190972222,50.09944449083967,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,27.928802083333334,,57.9753895220348,0.7394053819444445,255.0,2.812133673599546,0.0,0.0,0.0,19.0,0.0,0.2506640625,,,,,,,,,,,,,,,,,,
00000050,train,00000050.jpg,360x640x3,uint8,3,00000050.jpg,360x640x3,uint8,3,00000050.jpg,360x640x3,uint8,3,jpg_uint8,True,True,64.25160590277778,49.65478598139938,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,28.100594618055556,,58.252338320322536,0.7379644097222222,255.0,2.8267750665597564,0.0,0.0,0.0,18.0,0.0,0.2510677083333333,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.6572286287943523,0.41437214612960815,0.009858429431915283,1.327070165097041,True,reliable,0.0,0.0,0.0,0.027701234971015194,0.11360923200845718,0.00549577921628952,1.324851726757058,True,reliable
00000052,train,00000052.jpg,360x640x3,uint8,3,00000052.jpg,360x640x3,uint8,3,00000052.jpg,360x640x3,uint8,3,jpg_uint8,True,True,62.757022569444445,48.45026434134305,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,28.10443142361111,,57.33505009979339,0.7267621527777778,255.0,2.924226325903918,0.0,0.0,0.0,19.0,0.0,0.25875,0.0,1.3333333333333333,1.3333333333333333,0.5904428723752629,0.3988215923309326,0.008909136056900024,1.3201866775920694,True,reliable,1.3333333333333333,-2.6666666666666665,2.9814239699997196,0.011117341301198848,0.150859534740448,0.0008429288864135742,1.2100499766542145,False,ambiguous_peak
00000054,train,00000054.jpg,360x640x3,uint8,3,00000054.jpg,360x640x3,uint8,3,00000054.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.00860677083334,50.49722326029308,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,26.76443576388889,,55.58103884673561,0.7303862847222222,255.0,2.860088926939447,0.0,0.0,0.0,128.0,0.0,0.20222222222222222,0.0,2.6666666666666665,2.6666666666666665,0.45758631192753063,0.38331368565559387,0.00748857855796814,1.3191672733337068,True,reliable,-8.0,8.0,11.313708498984761,0.08366967433957613,0.16902591288089752,0.003272801637649536,1.4100109568821917,True,reliable
00000056,train,00000056.jpg,360x640x3,uint8,3,00000056.jpg,360x640x3,uint8,3,00000056.jpg,360x640x3,uint8,3,jpg_uint8,True,True,62.86522569444445,47.50034900220215,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,39.18733072916667,,73.08583761442485,0.7319097222222222,255.0,2.8829647545943167,0.0,0.0,0.0,13.0,0.0,0.26397135416666667,0.0,1.3333333333333333,1.3333333333333333,1.0,0.40278759598731995,0.01699894666671753,1.5279653664579758,True,reliable,-9.333333333333334,10.666666666666666,14.173527750312866,0.0,0.052991993725299835,0.000520847737789154,1.5903103395499774,False,"low_edge_correlation,ambiguous_peak,search_boundary"
00000057,train,00000057.jpg,360x640x3,uint8,3,00000057.jpg,360x640x3,uint8,3,00000057.jpg,360x640x3,uint8,3,jpg_uint8,True,True,65.259140625,49.16390395441815,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,39.28965711805556,,73.20770602299865,0.7314887152777778,255.0,2.889315374498182,0.0,0.0,0.0,14.0,0.0,0.2635503472222222,0.0,1.3333333333333333,1.3333333333333333,0.9545207023620605,0.40399178862571716,0.014317810535430908,1.4737644623516801,True,reliable,10.666666666666666,6.666666666666667,12.578641509408804,0.0,0.060734473168849945,0.0014092028141021729,1.549832323879709,False,"low_edge_correlation,ambiguous_peak,search_boundary"
00000063,train,00000063.jpg,360x640x3,uint8,3,00000063.jpg,360x640x3,uint8,3,00000063.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.96944010416667,49.90408655766848,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,40.069036458333336,,74.04107788836005,0.7267491319444445,255.0,2.936408538022519,0.0,0.0,0.0,15.0,0.0,0.2685546875,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.8760408527024309,0.3985079228878021,0.013239383697509766,1.4528147544545849,True,reliable,0.0,-2.6666666666666665,2.6666666666666665,0.0,0.07423162460327148,0.001233421266078949,1.4323422365209173,False,"low_edge_correlation,ambiguous_peak"
00000068,train,00000068.jpg,360x640x3,uint8,3,00000068.jpg,360x640x3,uint8,3,00000068.jpg,360x640x3,uint8,3,jpg_uint8,True,True,68.65559461805556,51.21735274891215,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,38.66118923611111,,71.97419947146294,0.724140625,255.0,2.9742435063269985,0.0,0.0,0.0,15.5,0.0,0.2710503472222222,0.0,1.3333333333333333,1.3333333333333333,0.7990360260009766,0.41710129380226135,0.011985540390014648,1.4756429659379828,True,reliable,0.0,-1.3333333333333333,1.3333333333333333,0.0,0.07050543278455734,0.001566961407661438,1.3064016390144073,False,"low_edge_correlation,ambiguous_peak"
00000072,train,00000072.jpg,360x640x3,uint8,3,00000072.jpg,360x640x3,uint8,3,00000072.jpg,360x640x3,uint8,3,jpg_uint8,True,True,68.20534288194445,50.449601158422354,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,39.5161328125,,73.44095724824068,0.7306814236111111,255.0,2.900443318362694,0.0,0.0,0.0,15.0,0.0,0.2658420138888889,0.0,1.3333333333333333,1.3333333333333333,1.0,0.41639941930770874,0.01812964677810669,1.5173279651463139,True,reliable,-9.333333333333334,10.666666666666666,14.173527750312866,0.0,0.058234114199876785,0.00021549314260482788,1.7682464045398574,False,"low_edge_correlation,ambiguous_peak,search_boundary"
00000084,train,00000084.jpg,360x640x3,uint8,3,00000084.jpg,360x640x3,uint8,3,00000084.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.47407552083334,49.92006419090583,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,39.441280381944445,,73.29607498060187,0.7308637152777778,255.0,2.8991628830209475,0.0,0.0,0.0,13.0,0.0,0.26397135416666667,,,,,,,,,,,,,,,,,,
00000090,train,00000090.jpg,360x640x3,uint8,3,00000090.jpg,360x640x3,uint8,3,00000090.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.82095052083334,50.50148214752226,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,39.230078125,,73.03502202730289,0.7320138888888889,255.0,2.8841294523071612,0.0,0.0,0.0,13.0,0.0,0.26125,0.0,1.3333333333333333,1.3333333333333333,0.8550823628902434,0.3710164725780487,0.01552775502204895,1.4677022315374881,True,reliable,-8.0,10.666666666666666,13.333333333333332,0.0,0.04960949346423149,0.00021238252520561218,4.0360919036665255,False,"low_edge_correlation,ambiguous_peak,search_boundary"
00000093,train,00000093.jpg,360x640x3,uint8,3,00000093.jpg,360x640x3,uint8,3,00000093.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.2572265625,51.50886951955987,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,22.480824652777777,,47.489543681132275,0.7352170138888889,255.0,2.750899297453009,0.0,0.0,0.0,16.0,0.0,0.251875,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.5571798729754106,0.34866178035736084,0.01124390959739685,1.305371067032227,True,reliable,5.333333333333333,6.666666666666667,8.537498983243799,0.029662244517026214,0.17334459722042084,0.0010919421911239624,1.5535230161395759,False,ambiguous_peak
00000095,train,00000095.jpg,360x640x3,uint8,3,00000095.jpg,360x640x3,uint8,3,00000095.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.36640190972223,50.31615530705429,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,39.253246527777776,,73.10742878787316,0.7322612847222222,255.0,2.8842027279244524,0.0,0.0,0.0,13.0,0.0,0.26397135416666667,,,,,,,,,,,,,,,,,,
00000098,train,00000098.jpg,360x640x3,uint8,3,00000098.jpg,360x640x3,uint8,3,00000098.jpg,360x640x3,uint8,3,jpg_uint8,True,True,65.02487847222223,50.204146842948006,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,38.98560763888889,,72.33181480845715,0.7213671875,255.0,2.9979588088251026,0.0,0.0,0.0,15.0,0.0,0.2631293402777778,0.0,2.6666666666666665,2.6666666666666665,0.6963640240004868,0.3608208894729614,0.014074862003326416,1.276880410621936,True,reliable,-10.666666666666666,9.333333333333334,14.173527750312866,0.024525995834903763,0.13666483759880066,0.0018060952425003052,1.3545713535002708,False,"ambiguous_peak,search_boundary"
00000104,val,00000104.jpg,360x640x3,uint8,3,00000104.jpg,360x640x3,uint8,3,00000104.jpg,360x640x3,uint8,3,jpg_uint8,True,True,64.47201822916666,47.36817533670507,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,40.91541232638889,,75.29107465153102,0.7294357638888889,255.0,2.8819894941187467,0.0,0.0,0.0,16.0,0.0,0.2654166666666667,,,,,,,,,,,,,,,,,,
00000106,train,00000106.jpg,360x640x3,uint8,3,00000106.jpg,360x640x3,uint8,3,00000106.jpg,360x640x3,uint8,3,jpg_uint8,True,True,64.766796875,47.13380480651442,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,41.23984375,,75.49544378482223,0.7270572916666667,255.0,2.9048853037964033,0.0,0.0,0.0,17.0,0.0,0.26499131944444443,,,,,,,,,,,,,,,,,,
00000111,train,00000111.jpg,360x640x3,uint8,3,00000111.jpg,360x640x3,uint8,3,00000111.jpg,360x640x3,uint8,3,jpg_uint8,True,True,64.2950390625,46.81555764053926,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,41.16087673611111,,75.46888756437025,0.7282161458333334,255.0,2.8934800403076264,0.0,0.0,0.0,16.0,0.0,0.2627083333333333,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.4613618055979411,0.42007437348365784,0.006920427083969116,1.4230551508496165,True,reliable,0.0,10.666666666666666,10.666666666666666,0.0001955536247501072,0.10021565854549408,0.0024482905864715576,1.7927931031931938,False,"ambiguous_peak,search_boundary"
00000118,train,00000118.jpg,360x640x3,uint8,3,00000118.jpg,360x640x3,uint8,3,00000118.jpg,360x640x3,uint8,3,jpg_uint8,True,True,62.1208984375,46.01973909282816,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,41.263671875,,75.50002333785953,0.7273220486111112,255.0,2.905005138763514,0.0,0.0,0.0,16.0,0.0,0.2654166666666667,,,,,,,,,,,,,,,,,,
00000120,train,00000120.jpg,360x640x3,uint8,3,00000120.jpg,360x640x3,uint8,3,00000120.jpg,360x640x3,uint8,3,jpg_uint8,True,True,63.46886284722222,46.70558155280855,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,41.20875434027778,,75.54652817318112,0.7285720486111111,255.0,2.8924208079262197,0.0,0.0,0.0,17.0,0.0,0.26499131944444443,,,,,,,,,,,,,,,,,,
00000122,train,00000122.jpg,360x640x3,uint8,3,00000122.jpg,360x640x3,uint8,3,00000122.jpg,360x640x3,uint8,3,jpg_uint8,True,True,59.75985677083333,45.18946015973302,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,41.15303819444444,,75.37311604752598,0.7269878472222222,255.0,2.9031809652866682,0.0,0.0,0.0,16.0,0.0,0.2654166666666667,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.21140376726786297,0.4092547595500946,0.0031710565090179443,1.3770656770844092,False,ambiguous_peak,1.3333333333333333,6.666666666666667,6.79869268479038,0.015970974166707088,0.10981887578964233,0.004391707479953766,1.7373808144153795,True,reliable
00000123,train,00000123.jpg,360x640x3,uint8,3,00000123.jpg,360x640x3,uint8,3,00000123.jpg,360x640x3,uint8,3,jpg_uint8,True,True,60.19386284722222,45.346548458808,0.0,0.0,0.0,73.0,42.0,0.8203125,0.0,255.0,41.167560763888886,,75.43546736045589,0.7281987847222222,255.0,2.892390371588818,0.0,0.0,0.0,16.0,0.0,0.2627083333333333,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.6794889767964681,0.4343464970588684,0.010192334651947021,1.451865950462275,True,reliable,1.3333333333333333,9.333333333333334,9.428090415820634,0.007240970747997335,0.11301904171705246,0.0015016943216323853,1.9113235313666275,False,ambiguous_peak
00000129,val,00000129.jpg,360x640x3,uint8,3,00000129.jpg,360x640x3,uint8,3,00000129.jpg,360x640x3,uint8,3,jpg_uint8,True,True,64.98298611111112,61.97576780966113,0.0,0.0,0.0,74.0,42.0,0.7709895833333333,0.0,255.0,36.637044270833336,,73.68884607982517,0.7709244791666666,255.0,2.4891474973231658,0.0,0.0,0.0,15.0,0.0,0.22786458333333334,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.07074641410322137,0.23255901038646698,0.00651860237121582,1.4108065553071043,True,reliable,-10.666666666666666,4.0,11.392004993756707,0.0,0.045629892498254776,0.0036622099578380585,1.9636916793912895,False,"low_edge_correlation,search_boundary"
00000130,val,00000130.jpg,360x640x3,uint8,3,00000130.jpg,360x640x3,uint8,3,00000130.jpg,360x640x3,uint8,3,jpg_uint8,True,True,64.72763020833334,61.60546603106676,0.0,0.0,0.0,74.0,42.0,0.7664409722222222,0.0,255.0,36.68758246527778,,73.66373512011522,0.769765625,255.0,2.500323995498606,0.0,0.0,0.0,15.5,0.0,0.22768229166666668,0.0,2.6666666666666665,2.6666666666666665,0.13409014220388352,0.27007338404655457,0.005740702152252197,1.4068598506056555,True,reliable,-10.666666666666666,5.333333333333333,11.925695879998878,0.0,0.05685250461101532,0.0007384531199932098,2.0690912403949557,False,"low_edge_correlation,ambiguous_peak,search_boundary"
00000136,train,00000136.jpg,360x640x3,uint8,3,00000136.jpg,360x640x3,uint8,3,00000136.jpg,360x640x3,uint8,3,jpg_uint8,True,True,72.10604600694444,65.25484729420677,0.0,0.0,0.0,74.0,42.0,0.7869097222222222,0.0,255.0,36.81194444444444,,73.75905529179846,0.7702387152777778,255.0,2.491686865337905,0.0,0.0,0.0,15.5,0.0,0.22497178819444444,,,,,,,,,,,,,,,,,,
00000139,train,00000139.jpg,360x640x3,uint8,3,00000139.jpg,360x640x3,uint8,3,00000139.jpg,360x640x3,uint8,3,jpg_uint8,True,True,74.39658854166667,65.5688544253567,0.0,0.0,0.0,74.0,42.0,0.81875,0.0,255.0,36.537799479166665,,73.57780972108475,0.7708203125,255.0,2.4910210943725835,0.0,0.0,0.0,15.0,0.0,0.22786458333333334,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.09436104734819037,0.2288646548986435,0.00980725884437561,1.519395761378789,True,reliable,-10.666666666666666,10.666666666666666,15.084944665313014,0.0,0.02426980435848236,0.0026821214705705643,1.7176853308001276,False,"low_edge_correlation,ambiguous_peak,search_boundary"
00000143,train,00000143.jpg,360x640x3,uint8,3,00000143.jpg,360x640x3,uint8,3,00000143.jpg,360x640x3,uint8,3,jpg_uint8,True,True,72.89891927083333,64.21079032622272,0.0,0.0,0.0,74.0,42.0,0.81875,0.0,255.0,36.70266059027778,,73.72245569583285,0.7703298611111111,255.0,2.4949244950311398,0.0,0.0,0.0,15.0,0.0,0.22786458333333334,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.20413921017201628,0.25650495290756226,0.010838299989700317,1.4429635709822568,True,reliable,1.3333333333333333,-10.666666666666666,10.749676997731399,0.0,0.02059582993388176,0.0021292753517627716,1.7205985751803783,False,"low_edge_correlation,ambiguous_peak,search_boundary"
00000147,train,00000147.jpg,360x640x3,uint8,3,00000147.jpg,360x640x3,uint8,3,00000147.jpg,360x640x3,uint8,3,jpg_uint8,True,True,70.9553125,64.61655059399436,0.0,0.0,0.0,74.0,42.0,0.81875,0.0,255.0,36.576762152777775,,73.64491590613639,0.7724652777777777,255.0,2.4730321446856722,0.0,0.0,0.0,15.0,0.0,0.22786458333333334,0.0,2.6666666666666665,2.6666666666666665,0.0,0.1900624930858612,0.010247930884361267,1.485452327180439,False,low_edge_correlation,0.0,2.6666666666666665,2.6666666666666665,0.0,0.029006188735365868,0.00410839170217514,1.682316242520226,False,low_edge_correlation
00000157,train,00000157.jpg,360x640x3,uint8,3,00000157.jpg,360x640x3,uint8,3,00000157.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.1338064236111,62.98903536232098,0.0,0.0,0.0,74.0,42.0,0.7596180555555555,0.0,255.0,36.565,,73.59130927658283,0.7711675347222222,255.0,2.487814630136974,0.0,0.0,0.0,16.0,0.0,0.2275,,,,,,,,,,,,,,,,,,
00000163,train,00000163.jpg,360x640x3,uint8,3,00000163.jpg,360x640x3,uint8,3,00000163.jpg,360x640x3,uint8,3,jpg_uint8,True,True,67.17464409722223,64.51878497013594,0.0,0.0,0.0,74.0,42.0,0.7925954861111111,0.0,255.0,36.585625,,73.74247586353727,0.7715104166666666,255.0,2.481226906030047,0.0,0.0,0.0,15.0,0.0,0.22786458333333334,,,,,,,,,,,,,,,,,,
00000168,train,00000168.jpg,360x640x3,uint8,3,00000168.jpg,360x640x3,uint8,3,00000168.jpg,360x640x3,uint8,3,jpg_uint8,True,True,63.46323350694445,62.67843260524298,0.0,0.0,0.0,74.0,42.0,0.8164756944444445,0.0,255.0,36.589427083333334,,73.70083935442503,0.7717621527777778,255.0,2.482281143716196,0.0,0.0,0.0,15.0,0.0,0.22786458333333334,-1.3333333333333333,2.6666666666666665,2.9814239699997196,0.05712367366073795,0.233043372631073,0.00518624484539032,1.334392933601578,True,reliable,0.0,5.333333333333333,5.333333333333333,0.0,0.07220250368118286,0.004196740686893463,2.2922782121052347,False,low_edge_correlation
00000171,train,00000171.jpg,360x640x3,uint8,3,00000171.jpg,360x640x3,uint8,3,00000171.jpg,360x640x3,uint8,3,jpg_uint8,True,True,66.68625,63.64220889980039,0.0,0.0,0.0,73.5,42.0,0.8127018229166667,0.0,255.0,36.14258680555555,,73.56901273145277,0.7748828125,255.0,2.449242163888921,0.0,0.0,0.0,19.5,0.0,0.22622395833333334,,,,,,,,,,,,,,,,,,
00000175,train,00000175.jpg,360x640x3,uint8,3,00000175.jpg,360x640x3,uint8,3,00000175.jpg,360x640x3,uint8,3,jpg_uint8,True,True,60.515047743055554,60.88854015474948,0.0,0.0,0.0,74.0,42.0,0.8142013888888889,0.0,255.0,36.54029947916667,,73.62625794233242,0.7711805555555555,255.0,2.486836320840598,0.0,0.0,0.0,16.0,0.0,0.2275,0.0,2.6666666666666665,2.6666666666666665,0.09310160589849716,0.24024085700511932,0.006940826773643494,1.3616078776909364,True,reliable,1.3333333333333333,2.6666666666666665,2.9814239699997196,0.0,0.07158607244491577,0.004405781626701355,1.7751406372154288,False,low_edge_correlation
